puzzle_type,puzzle_idx,extraction_accuracy,correction_type,num_errors_corrected,final_success,extract_time,solve_time
sudoku_4x4,0,1.0,none,0,True,0.050337791442871094,0.05069684982299805
sudoku_4x4,1,1.0,none,0,True,0.008816242218017578,0.004724025726318359
sudoku_4x4,2,1.0,none,0,True,0.0073909759521484375,0.004720926284790039
sudoku_4x4,3,1.0,none,0,True,0.006821155548095703,0.00484013557434082
sudoku_4x4,4,1.0,none,0,True,0.008382081985473633,0.0046539306640625
sudoku_4x4,5,1.0,none,0,True,0.007205009460449219,0.004622936248779297
sudoku_4x4,6,1.0,none,0,True,0.00718379020690918,0.004595041275024414
sudoku_4x4,7,1.0,none,0,True,0.006815910339355469,0.004729270935058594
sudoku_4x4,8,1.0,none,0,True,0.007489204406738281,0.005340099334716797
sudoku_4x4,9,1.0,none,0,True,0.008383035659790039,0.004595041275024414
sudoku_4x4,10,1.0,none,0,True,0.0068128108978271484,0.005128383636474609
sudoku_4x4,11,1.0,none,0,True,0.007148027420043945,0.004700899124145508
sudoku_4x4,12,1.0,none,0,True,0.006554126739501953,0.004802703857421875
sudoku_4x4,13,1.0,none,0,True,0.006772041320800781,0.004746913909912109
sudoku_4x4,14,1.0,none,0,True,0.006644010543823242,0.004778146743774414
sudoku_4x4,15,1.0,none,0,True,0.006520271301269531,0.004599094390869141
sudoku_4x4,16,1.0,none,0,True,0.007633209228515625,0.004633188247680664
sudoku_4x4,17,1.0,none,0,True,0.00734710693359375,0.004934072494506836
sudoku_4x4,18,1.0,none,0,True,0.006672859191894531,0.004693031311035156
sudoku_4x4,19,1.0,none,0,True,0.00640416145324707,0.004655122756958008
sudoku_4x4,20,1.0,none,0,True,0.007380008697509766,0.004674673080444336
sudoku_4x4,21,1.0,none,0,True,0.006602048873901367,0.004769086837768555
sudoku_4x4,22,1.0,none,0,True,0.007120847702026367,0.0046117305755615234
sudoku_4x4,23,1.0,none,0,True,0.006627082824707031,0.00463414192199707
sudoku_4x4,24,1.0,none,0,True,0.0074999332427978516,0.004660129547119141
sudoku_4x4,25,1.0,none,0,True,0.007827997207641602,0.004635334014892578
sudoku_4x4,26,1.0,none,0,True,0.006167173385620117,0.004792928695678711
sudoku_4x4,27,1.0,none,0,True,0.0063991546630859375,0.004584074020385742
sudoku_4x4,28,1.0,none,0,True,0.006780385971069336,0.00482630729675293
sudoku_4x4,29,1.0,none,0,True,0.007603883743286133,0.00477290153503418
sudoku_4x4,30,1.0,none,0,True,0.007204771041870117,0.0049250125885009766
sudoku_4x4,31,1.0,none,0,True,0.0077440738677978516,0.005012989044189453
sudoku_4x4,32,1.0,none,0,True,0.006788969039916992,0.0046427249908447266
sudoku_4x4,33,1.0,none,0,True,0.007261037826538086,0.00464177131652832
sudoku_4x4,34,1.0,none,0,True,0.008263826370239258,0.004591941833496094
sudoku_4x4,35,1.0,none,0,True,0.006979942321777344,0.004865884780883789
sudoku_4x4,36,1.0,none,0,True,0.0073468685150146484,0.00469517707824707
sudoku_4x4,37,1.0,none,0,True,0.008060216903686523,0.00458216667175293
sudoku_4x4,38,1.0,none,0,True,0.007029056549072266,0.004694938659667969
sudoku_4x4,39,1.0,none,0,True,0.0073659420013427734,0.004658937454223633
sudoku_4x4,40,1.0,none,0,True,0.008414030075073242,0.0047550201416015625
sudoku_4x4,41,1.0,none,0,True,0.008427143096923828,0.004651069641113281
sudoku_4x4,42,1.0,none,0,True,0.007209062576293945,0.004847049713134766
sudoku_4x4,43,1.0,none,0,True,0.007260322570800781,0.0048711299896240234
sudoku_4x4,44,1.0,none,0,True,0.007819175720214844,0.004514932632446289
