size,puzzle_idx,correct,response_time,tokens
4,0,False,8.107643842697144,2349
4,1,False,9.908152103424072,2440
4,2,False,11.449853897094727,2469
4,3,False,2.0014679431915283,2185
4,4,False,3.776705026626587,2195
4,5,False,14.259056091308594,2447
4,6,False,7.729846954345703,2388
4,7,False,10.994808912277222,2467
4,8,False,15.091758966445923,2604
4,9,False,2.0931060314178467,2186
4,10,False,9.013806104660034,2411
4,11,False,15.132437705993652,2658
4,12,False,3.0712528228759766,2189
4,13,False,8.919005870819092,2394
4,14,False,7.899768114089966,2368
4,15,False,3.0291452407836914,2189
4,16,False,8.339786052703857,2404
4,17,False,9.053882122039795,2423
4,18,False,14.504539251327515,2500
4,19,False,8.564274311065674,2417
4,20,False,2.407986879348755,2189
4,21,False,8.456646919250488,2398
4,22,False,13.384855270385742,2454
4,23,False,14.537455081939697,2482
4,24,False,2.507586717605591,2189
4,25,False,8.749211072921753,2410
4,26,False,9.851058959960938,2428
4,27,False,2.563873052597046,2216
4,28,False,2.4811689853668213,2189
4,29,False,13.495558977127075,2601
4,30,False,11.21323299407959,2499
4,31,False,2.2600691318511963,2189
4,32,False,3.5314669609069824,2189
4,33,False,3.4479570388793945,2195
4,34,False,9.22257375717163,2445
4,35,False,8.640897989273071,2419
4,36,False,8.13247799873352,2400
4,37,False,15.137225866317749,2601
4,38,False,3.073784112930298,2189
4,39,False,10.44100022315979,2470
4,40,False,8.639903783798218,2404
4,41,False,1.9307971000671387,2189
4,42,False,9.897581100463867,2422
4,43,False,2.2949979305267334,2189
4,44,False,10.645170211791992,2440
4,45,False,8.302244663238525,2409
4,46,False,10.400058031082153,2477
4,47,False,9.235450267791748,2417
4,48,False,12.147942781448364,2506
4,49,False,15.542772054672241,2657
4,50,False,2.2492012977600098,2191
4,51,False,9.633044958114624,2413
4,52,False,18.320646047592163,2422
4,53,False,10.010430097579956,2450
4,54,False,8.813470125198364,2401
4,55,False,11.365578174591064,2470
4,56,False,10.325681209564209,2472
4,57,False,11.291055917739868,2382
4,58,False,13.86676287651062,2414
4,59,False,3.670444965362549,2195
4,60,False,2.340587854385376,2189
4,61,False,17.207995176315308,2517
4,62,False,9.721980094909668,2438
4,63,False,9.042501211166382,2435
4,64,False,2.3345627784729004,2189
4,65,False,1.867506980895996,2185
4,66,False,11.51775312423706,2477
4,67,False,18.18759822845459,2487
4,68,False,14.441904067993164,2444
4,69,False,10.063402891159058,2465
4,70,False,8.970371961593628,2438
4,71,False,2.191826820373535,2189
4,72,False,2.580976724624634,2219
4,73,False,8.220484018325806,2398
4,74,False,3.6768548488616943,2189
4,75,False,10.41809892654419,2457
4,76,False,3.054910898208618,2189
4,77,False,2.586329936981201,2189
4,78,False,10.92720890045166,2476
4,79,False,8.12145209312439,2370
4,80,False,18.578111171722412,2487
4,81,False,9.182222127914429,2437
4,82,False,8.248471021652222,2411
4,83,False,11.165525913238525,2494
4,84,False,12.52237868309021,2570
4,85,False,8.84123682975769,2418
4,86,False,10.382974863052368,2479
4,87,False,8.477954864501953,2417
4,88,False,12.517575979232788,2525
4,89,False,9.688434362411499,2463
4,90,False,1.880641222000122,2186
4,91,False,7.113042831420898,2354
4,92,False,7.912800073623657,2398
4,93,False,8.533573150634766,2425
4,94,False,2.191666841506958,2189
4,95,False,13.24736213684082,2589
4,96,False,3.9801878929138184,2195
4,97,False,2.2503650188446045,2189
4,98,False,14.417001962661743,2482
4,99,False,9.504633903503418,2398
