size,puzzle_idx,correct,response_time,tokens
3,0,False,11.974325895309448,1263
3,1,False,13.096659898757935,1378
3,2,True,12.956270217895508,1390
3,3,False,10.460090160369873,1310
3,4,False,6.436060905456543,1202
3,5,False,6.916323900222778,1177
3,6,False,11.078014373779297,1323
3,7,False,9.397775888442993,1307
3,8,False,6.695350885391235,1221
3,9,False,9.532826900482178,1329
3,10,False,11.605358839035034,1296
3,11,False,9.60818099975586,1277
3,12,False,6.98149299621582,1215
3,13,False,4.6553850173950195,1192
3,14,False,9.587019920349121,1308
3,15,True,10.56188416481018,1379
3,16,False,9.219327926635742,1312
3,17,True,6.349117994308472,1232
3,18,True,9.31470799446106,1257
3,19,False,6.736760139465332,1223
3,20,False,11.902608156204224,1331
3,21,False,11.02173399925232,1231
3,22,False,10.770651817321777,1221
3,23,False,11.128806829452515,1299
3,24,False,13.05771279335022,1297
3,25,False,10.749924659729004,1235
3,26,False,7.5009801387786865,1186
3,27,True,15.675638914108276,1367
3,28,False,15.159806966781616,1356
3,29,False,16.20202398300171,1305
3,30,False,10.400622129440308,1204
3,31,False,12.599409818649292,1293
3,32,True,6.417402029037476,1192
3,33,True,5.831520080566406,1158
3,34,True,8.13243293762207,1253
3,35,False,16.339563131332397,1388
3,36,True,9.420230865478516,1259
3,37,True,2.4271302223205566,1082
3,38,False,7.22590184211731,1216
3,39,False,11.715540170669556,1282
3,40,False,13.722814083099365,1372
3,41,False,8.17432689666748,1253
3,42,False,8.417097091674805,1214
3,43,False,9.435693264007568,1303
3,44,False,5.431456089019775,1119
3,45,False,9.05156922340393,1234
3,46,True,10.621390104293823,1237
3,47,False,12.81504774093628,1303
3,48,True,7.896761178970337,1230
3,49,False,11.677839994430542,1304
3,50,False,9.429948091506958,1279
3,51,False,6.363270998001099,1227
3,52,False,7.894928932189941,1252
3,53,False,9.933176040649414,1279
3,54,False,17.951364994049072,1395
3,55,False,13.701916217803955,1340
3,56,False,8.706562995910645,1226
3,57,False,11.279722213745117,1229
3,58,False,7.737840175628662,1251
3,59,False,8.752185106277466,1285
3,60,False,8.53803300857544,1219
3,61,False,7.883613109588623,1217
3,62,False,8.716320753097534,1220
3,63,False,11.661418199539185,1292
3,64,False,14.611084222793579,1314
3,65,False,8.547152757644653,1238
3,66,False,6.9098310470581055,1199
3,67,True,8.913067102432251,1277
3,68,False,11.702625036239624,1336
3,69,True,6.488049030303955,1218
3,70,False,19.868274927139282,1301
3,71,False,9.508127927780151,1251
3,72,False,9.285425186157227,1263
3,73,False,11.644845008850098,1324
3,74,False,14.345316171646118,1309
3,75,False,10.296633958816528,1238
3,76,False,9.108138799667358,1191
3,77,False,14.355053901672363,1287
3,78,True,8.04103970527649,1211
3,79,False,7.07055401802063,1203
3,80,False,3.9913039207458496,1099
3,81,True,7.716138601303101,1247
3,82,False,11.722890615463257,1377
3,83,False,17.116557836532593,1394
3,84,False,12.385274648666382,1288
3,85,False,4.210277795791626,1106
3,86,False,3.6644680500030518,1113
3,87,False,2.906214952468872,1086
3,88,True,7.387662649154663,1225
3,89,False,10.662557125091553,1293
3,90,False,14.456578254699707,1348
3,91,False,14.019634246826172,1322
3,92,True,11.507363080978394,1281
3,93,False,9.314790964126587,1262
3,94,True,15.565346956253052,1342
3,95,True,13.038162231445312,1383
3,96,False,5.655479907989502,1199
3,97,False,5.967144966125488,1195
3,98,False,4.464010953903198,1114
3,99,True,5.869379043579102,1228
