size,puzzle_idx,correct,response_time,tokens
3,0,False,6.950556993484497,1504
3,1,False,7.814727783203125,1530
3,2,True,1.5276758670806885,1343
3,3,False,15.198925018310547,1646
3,4,False,1.5052859783172607,1343
3,5,False,7.609384298324585,1560
3,6,False,7.1993772983551025,1542
3,7,False,7.260038137435913,1523
3,8,False,1.8149819374084473,1343
3,9,False,6.6743879318237305,1529
3,10,False,2.29469895362854,1343
3,11,False,1.5908548831939697,1343
3,12,True,5.689241886138916,1493
3,13,False,1.466022253036499,1343
3,14,False,1.5150201320648193,1343
3,15,False,8.532597780227661,1657
3,16,True,1.803494930267334,1343
3,17,True,10.785309791564941,1631
3,18,True,7.9097161293029785,1574
3,19,False,1.4863770008087158,1343
3,20,False,5.896599054336548,1484
3,21,False,1.2458608150482178,1336
3,22,True,1.4983241558074951,1343
3,23,False,9.973931074142456,1630
3,24,False,1.614063024520874,1343
3,25,False,2.3659300804138184,1345
3,26,True,1.655081033706665,1343
3,27,False,1.9992530345916748,1343
3,28,False,15.625139951705933,1506
3,29,False,2.249495029449463,1343
3,30,False,7.773168087005615,1554
3,31,False,4.896878004074097,1466
3,32,False,1.524040937423706,1343
3,33,True,8.176279067993164,1561
3,34,False,1.4182207584381104,1343
3,35,False,6.52509331703186,1512
3,36,False,8.483865022659302,1528
3,37,True,9.344912052154541,1621
3,38,False,8.975250244140625,1612
3,39,False,9.412351131439209,1604
3,40,False,19.619526863098145,1928
3,41,False,2.967191219329834,1343
3,42,False,2.0007219314575195,1343
3,43,True,1.5042247772216797,1343
3,44,False,1.304447889328003,1340
3,45,False,1.520772933959961,1343
3,46,False,2.02158522605896,1352
3,47,False,1.518791913986206,1343
3,48,False,1.7862701416015625,1343
3,49,True,10.496609926223755,1762
3,50,True,8.092160940170288,1563
3,51,False,6.981288909912109,1530
3,52,False,1.432279109954834,1340
3,53,False,19.73194408416748,1989
3,54,False,5.21090030670166,1470
3,55,True,5.723921060562134,1499
3,56,True,1.7189533710479736,1343
3,57,False,8.833748817443848,1495
3,58,False,4.894596099853516,1461
3,59,False,5.580160140991211,1494
3,60,False,10.603424072265625,1569
3,61,False,11.103551149368286,1556
3,62,False,1.4496970176696777,1343
3,63,True,8.336293935775757,1495
3,64,False,1.466688871383667,1343
3,65,True,8.125787019729614,1488
3,66,False,1.5483310222625732,1343
3,67,False,4.959545135498047,1471
3,68,False,2.529723882675171,1343
3,69,True,6.575077056884766,1519
3,70,False,5.369691848754883,1470
3,71,False,1.618908166885376,1343
3,72,False,8.708811044692993,1610
3,73,True,5.737070083618164,1492
3,74,False,1.5205259323120117,1343
3,75,False,2.2500898838043213,1343
3,76,False,7.700171947479248,1558
3,77,False,8.748163938522339,1602
3,78,False,1.5414338111877441,1343
3,79,False,7.518141984939575,1537
3,80,True,10.01674509048462,1609
3,81,True,7.653476715087891,1548
3,82,False,1.4764442443847656,1343
3,83,False,15.856994867324829,1818
3,84,False,1.4824581146240234,1343
3,85,False,1.896131992340088,1343
3,86,False,1.768784761428833,1343
3,87,False,1.1162409782409668,1338
3,88,False,7.658865213394165,1561
3,89,True,10.283514976501465,1741
3,90,False,6.564521074295044,1525
3,91,True,1.4770581722259521,1343
3,92,False,1.450098991394043,1343
3,93,False,6.096889019012451,1504
3,94,True,1.4608938694000244,1343
3,95,False,7.711833715438843,1548
3,96,False,14.07543396949768,1903
3,97,False,6.283227205276489,1484
3,98,False,2.1720399856567383,1343
3,99,True,4.345694065093994,1436
