puzzle_type,puzzle_idx,num_clues,num_actual_errors,actual_error_positions,num_suspects_detected,suspect_positions,detection_probes,detection_time,suspects_include_all_actual,num_actual_in_suspects,correction_type,correction_attempts,total_solve_calls,positions_corrected,final_success,final_matches_ground_truth,total_time
hexasudoku_16x16,0,120,2,"[(12, 15), (15, 14)]",5,"[(12, 15), (12, 8), (5, 15), (15, 14), (1, 14)]",3,0.26953911781311035,True,2,two,8,11,"[(12, 15), (15, 14)]",True,True,0.8529431819915771
hexasudoku_16x16,1,120,1,"[(3, 0)]",2,"[(3, 9), (3, 0)]",3,10.39066767692566,True,1,single,1,4,"[(3, 9)]",False,False,10.79620099067688
hexasudoku_16x16,2,120,0,[],0,[],1,3.56111478805542,True,0,none,0,2,[],True,True,4.112813711166382
hexasudoku_16x16,3,120,1,"[(15, 0)]",120,"[(15, 0), (2, 7), (2, 8), (4, 6), (4, 3), (4, 8), (12, 8), (0, 13), (9, 4), (0, 9)]",3,12.109541177749634,True,1,single,1,4,"[(15, 0)]",True,True,12.764671087265015
hexasudoku_16x16,4,120,6,"[(0, 5), (2, 15), (5, 3), (10, 8), (14, 4), (14, 11)]",4,"[(5, 3), (4, 0), (1, 4), (14, 4)]",3,0.2595639228820801,False,2,uncorrectable,15,18,[],False,False,0.7633049488067627
hexasudoku_16x16,5,120,2,"[(1, 9), (11, 1)]",120,"[(14, 11), (5, 4), (1, 10), (14, 14), (8, 13), (13, 8), (5, 7), (2, 0), (13, 2), (14, 4)]",3,8.670570850372314,True,2,uncorrectable,920,923,[],False,False,40.046648025512695
hexasudoku_16x16,6,120,1,"[(13, 0)]",2,"[(13, 6), (13, 0)]",3,10.725728034973145,True,1,single,2,5,"[(13, 0)]",True,True,11.455563068389893
hexasudoku_16x16,7,120,2,"[(0, 1), (7, 2)]",5,"[(0, 1), (7, 2), (4, 0), (13, 1), (0, 7)]",3,0.2641158103942871,True,2,two,6,9,"[(0, 1), (7, 2)]",True,True,0.8974790573120117
hexasudoku_16x16,8,120,1,"[(5, 13)]",3,"[(5, 13), (5, 15), (1, 13)]",3,6.552731990814209,True,1,single,1,4,"[(5, 13)]",True,True,6.911008834838867
hexasudoku_16x16,9,120,0,[],0,[],1,4.481238126754761,True,0,none,0,2,[],True,True,5.030908823013306
hexasudoku_16x16,10,120,2,"[(4, 11), (15, 6)]",3,"[(15, 6), (15, 11), (14, 7)]",3,4.459934234619141,False,1,single,1,4,"[(15, 6)]",False,False,4.739583253860474
hexasudoku_16x16,11,120,3,"[(0, 9), (6, 14), (12, 6)]",5,"[(0, 9), (6, 9), (0, 3), (6, 14), (6, 15)]",3,0.25450611114501953,False,2,two,8,11,"[(0, 9), (6, 14)]",False,False,0.8688051700592041
hexasudoku_16x16,12,120,1,"[(11, 12)]",94,"[(11, 12), (11, 15), (8, 4), (6, 5), (3, 5), (13, 3), (14, 10), (2, 11), (13, 5), (9, 4)]",3,7.069695949554443,True,1,single,1,4,"[(11, 12)]",True,True,7.415915012359619
hexasudoku_16x16,13,120,1,"[(15, 9)]",2,"[(15, 9), (15, 6)]",3,9.070466041564941,True,1,single,1,4,"[(15, 9)]",True,True,9.487009763717651
hexasudoku_16x16,14,120,2,"[(3, 10), (9, 3)]",120,"[(8, 8), (8, 3), (8, 13), (15, 4), (9, 7), (14, 10), (8, 4), (14, 9), (4, 11), (10, 5)]",3,2.682431221008301,True,2,uncorrectable,920,923,[],False,False,34.00765800476074
hexasudoku_16x16,15,120,2,"[(4, 0), (6, 14)]",4,"[(6, 14), (6, 13), (7, 1), (4, 0)]",3,0.2650918960571289,True,2,two,7,10,"[(6, 14), (4, 0)]",True,True,0.689478874206543
hexasudoku_16x16,16,120,1,"[(2, 4)]",3,"[(2, 4), (10, 4), (2, 1)]",3,5.169842958450317,True,1,uncorrectable,7,10,[],False,False,5.902239084243774
hexasudoku_16x16,17,120,0,[],0,[],1,3.3394060134887695,True,0,none,0,2,[],True,True,3.766364097595215
hexasudoku_16x16,18,120,2,"[(10, 13), (12, 13)]",5,"[(10, 13), (11, 13), (10, 6), (12, 15), (12, 13)]",3,0.26291513442993164,True,2,two,9,12,"[(10, 13), (12, 13)]",True,True,0.8332171440124512
